VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2016,4.511013216,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2017,4.012942731,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2018,6.488713656,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2019,6.90574743,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2020,6.90574743,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2000,1.925227114,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2001,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2002,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2003,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2004,1.925227114,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2005,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2006,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2007,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2008,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2009,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2010,1.925227114,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2011,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2012,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2013,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2014,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2015,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2016,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2017,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2018,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2019,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2020,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2000,5.984375,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2001,4.7921875,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2002,4.396875,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2003,6.1453125,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2004,3.825,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2005,3.9859375,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2006,2.84375,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2007,1.9609375,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2008,4.34375,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2009,5.625,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2010,5.625,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2011,4.578125,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2012,21.140625,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2013,2.4375,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2014,3.2703125,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2015,2.171875,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2016,3.090778186,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2017,4.009681373,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2018,4.928584559,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2019,5.847487745,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2020,6.766390931,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2000,0.195877863,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2001,0.223358779,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2002,0.205597964,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2003,0.189720102,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2004,0.226259542,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2005,0.186284987,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2006,0.214987277,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2007,0.214987277,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2008,0.214987277,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2009,0.214987277,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2010,0.214987277,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2011,0.214987277,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2012,0.214987277,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2013,0.214987277,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2014,0.214987277,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2015,0.214987277,%,I,False
