World_Bank_Income_Group,Region,Country,ISO3,Subgroup,Indicator,DQQ_Question,Indicator_Number,Unit,Mean,Lower_95_CI,Upper_95_CI,n,Start_Date,End_Date,Start_Year,End_Year
Lower middle income,Asia Pacific,India,IND,Female,Vitamin A-rich orange vegetables,DQQ5,20,Percentage,22.82,19.92,26.01,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Vitamin A-rich orange vegetables,DQQ5,20,Percentage,24.72,21.07,28.77,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Vitamin A-rich orange vegetables,DQQ5,20,Percentage,21.45,18.31,24.97,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Dark green leafy vegetables,DQQ6,21,Percentage,25.79,23.02,28.66,2999,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Dark green leafy vegetables,DQQ6,21,Percentage,27.33,24.33,30.54,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Dark green leafy vegetables,DQQ6,21,Percentage,24.13,20.31,28.41,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Dark green leafy vegetables,DQQ6,21,Percentage,26.03,21.94,30.58,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Dark green leafy vegetables,DQQ6,21,Percentage,25.58,21.72,29.86,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Other vegetables,DQQ7,22,Percentage,65.3,62.73,67.83,2998,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Other vegetables,DQQ7,22,Percentage,65.06,61.76,68.23,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Other vegetables,DQQ7,22,Percentage,65.56,61.94,69.01,1380,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Other vegetables,DQQ7,22,Percentage,67.7,63.67,71.48,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Other vegetables,DQQ7,22,Percentage,63.22,59.42,66.87,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,At least one fruit,NA,23,Percentage,44.15,41.45,46.86,2998,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,At least one fruit,NA,23,Percentage,46.48,42.66,50.33,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,At least one fruit,NA,23,Percentage,41.65,38.34,45.04,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,At least one fruit,NA,23,Percentage,50.65,46.09,55.19,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,At least one fruit,NA,23,Percentage,38.5,35.06,42.07,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Vitamin A-rich fruits,DQQ8,24,Percentage,19.53,17.01,22.17,2999,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Vitamin A-rich fruits,DQQ8,24,Percentage,20.5,17.59,23.75,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Vitamin A-rich fruits,DQQ8,24,Percentage,18.49,15.41,22.02,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Vitamin A-rich fruits,DQQ8,24,Percentage,20.69,17.15,24.75,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Vitamin A-rich fruits,DQQ8,24,Percentage,18.52,15.26,22.3,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Citrus,DQQ9,25,Percentage,14.35,12.12,16.72,2999,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Citrus,DQQ9,25,Percentage,14.93,12.35,17.93,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Citrus,DQQ9,25,Percentage,13.72,10.98,17.02,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Citrus,DQQ9,25,Percentage,15.59,12.67,19.04,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Citrus,DQQ9,25,Percentage,13.26,10.21,17.06,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Other fruits,DQQ10,26,Percentage,37.93,35.36,40.53,2998,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Other fruits,DQQ10,26,Percentage,39.62,36.07,43.3,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Other fruits,DQQ10,26,Percentage,36.11,32.84,39.51,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Other fruits,DQQ10,26,Percentage,43.64,39.2,48.19,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Other fruits,DQQ10,26,Percentage,32.96,29.89,36.19,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,At least one animal-source food,NA,27,Percentage,78.43,76.25,80.52,2999,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,At least one animal-source food,NA,27,Percentage,82.28,79.22,84.97,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,At least one animal-source food,NA,27,Percentage,74.3,71.27,77.11,1382,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,At least one animal-source food,NA,27,Percentage,86.4,82.85,89.32,1249,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,At least one animal-source food,NA,27,Percentage,71.51,67.91,74.85,1750,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Dairy,NA,28,Percentage,69.92,67.44,72.34,2999,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Dairy,NA,28,Percentage,73.26,69.63,76.6,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Dairy,NA,28,Percentage,66.34,63.34,69.21,1382,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Dairy,NA,28,Percentage,77.25,72.24,81.58,1249,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Dairy,NA,28,Percentage,63.56,59.63,67.32,1750,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Milk,DQQ25,29,Percentage,63.09,60.51,65.63,3000,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Milk,DQQ25,29,Percentage,65.85,62.46,69.07,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Milk,DQQ25,29,Percentage,60.13,56.66,63.51,1382,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Milk,DQQ25,29,Percentage,69.82,64.78,74.42,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Milk,DQQ25,29,Percentage,57.25,53.32,61.08,1750,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Yogurt,DQQ15,30,Percentage,35.16,31.94,38.46,2999,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Yogurt,DQQ15,30,Percentage,40.66,36.43,45.04,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Yogurt,DQQ15,30,Percentage,29.27,25.63,33.19,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Yogurt,DQQ15,30,Percentage,33.89,28.02,40.3,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Yogurt,DQQ15,30,Percentage,36.27,32.13,40.63,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Cheese,DQQ14,31,Percentage,9.24,7.42,11.24,2997,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Cheese,DQQ14,31,Percentage,10.76,8.36,13.75,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Cheese,DQQ14,31,Percentage,7.61,5.78,9.96,1380,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Cheese,DQQ14,31,Percentage,9.53,6.66,13.46,1249,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Cheese,DQQ14,31,Percentage,8.99,7.11,11.32,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Eggs,DQQ13,32,Percentage,25.01,22.41,27.7,2994,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Eggs,DQQ13,32,Percentage,30.77,27.85,33.86,1614,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Eggs,DQQ13,32,Percentage,18.83,15.39,22.84,1380,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Eggs,DQQ13,32,Percentage,30.32,26.05,34.96,1248,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Eggs,DQQ13,32,Percentage,20.4,17.09,24.16,1746,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,"Meat, poultry, or fish",NA,33,Percentage,28.43,26,30.93,2990,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,"Meat, poultry, or fish",NA,33,Percentage,32.95,30.09,35.94,1611,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,"Meat, poultry, or fish",NA,33,Percentage,23.6,20.17,27.42,1379,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,"Meat, poultry, or fish",NA,33,Percentage,34.12,29.89,38.62,1247,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,"Meat, poultry, or fish",NA,33,Percentage,23.49,20.27,27.05,1743,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Fish or seafood,DQQ20,34,Percentage,16.29,14.14,18.56,2992,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Fish or seafood,DQQ20,34,Percentage,16.9,14.61,19.48,1614,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Fish or seafood,DQQ20,34,Percentage,15.63,12.71,19.08,1378,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Fish or seafood,DQQ20,34,Percentage,18.83,14.84,23.59,1248,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Fish or seafood,DQQ20,34,Percentage,14.09,11.4,17.29,1744,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Poultry,DQQ19,35,Percentage,14.25,12.18,16.45,2991,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Poultry,DQQ19,35,Percentage,15.83,13.4,18.61,1613,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Poultry,DQQ19,35,Percentage,12.55,9.7,16.08,1378,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Poultry,DQQ19,35,Percentage,17.33,13.97,21.3,1247,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Poultry,DQQ19,35,Percentage,11.57,9.18,14.48,1744,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Unprocessed red meat,NA,36,Percentage,11.16,9.18,13.31,2991,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Unprocessed red meat,NA,36,Percentage,13.36,10.88,16.3,1613,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Unprocessed red meat,NA,36,Percentage,8.8,6.82,11.28,1378,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Unprocessed red meat,NA,36,Percentage,12.56,9.22,16.87,1247,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Unprocessed red meat,NA,36,Percentage,9.95,7.91,12.43,1744,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Unprocessed red meat (ruminants),DQQ17,37,Percentage,10.52,8.59,12.61,2994,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Unprocessed red meat (ruminants),DQQ17,37,Percentage,12.53,10.19,15.32,1615,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Unprocessed red meat (ruminants),DQQ17,37,Percentage,8.35,6.42,10.8,1379,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Unprocessed red meat (ruminants),DQQ17,37,Percentage,11.96,8.71,16.21,1249,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Unprocessed red meat (ruminants),DQQ17,37,Percentage,9.26,7.25,11.75,1745,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Unprocessed red meat (non-ruminants),DQQ18,38,Percentage,1.6,1.06,2.24,2991,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Unprocessed red meat (non-ruminants),DQQ18,38,Percentage,2.26,1.46,3.48,1614,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Unprocessed red meat (non-ruminants),DQQ18,38,Percentage,0.89,0.44,1.79,1377,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Unprocessed red meat (non-ruminants),DQQ18,38,Percentage,1.79,1.07,2.96,1247,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Unprocessed red meat (non-ruminants),DQQ18,38,Percentage,1.44,0.8,2.57,1744,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,More than one salty ultra-processed food,NA,39,Percentage,18.93,16.38,21.62,2997,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,More than one salty ultra-processed food,NA,39,Percentage,19.79,16.63,23.38,1616,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,More than one salty ultra-processed food,NA,39,Percentage,18.01,14.92,21.58,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,More than one salty ultra-processed food,NA,39,Percentage,20.66,16.68,25.3,1248,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,More than one salty ultra-processed food,NA,39,Percentage,17.43,14.33,21.03,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Processed meats,DQQ16,40,Percentage,5.5,4.34,6.8,2997,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Processed meats,DQQ16,40,Percentage,6.8,5.14,8.94,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Processed meats,DQQ16,40,Percentage,4.11,2.96,5.7,1380,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Processed meats,DQQ16,40,Percentage,6.11,4.54,8.19,1249,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Processed meats,DQQ16,40,Percentage,4.97,3.54,6.96,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Fast food or instant noodles,NA,41,Percentage,12.59,10.51,14.82,2996,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Fast food or instant noodles,NA,41,Percentage,12.87,10.32,15.93,1616,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Fast food or instant noodles,NA,41,Percentage,12.29,9.74,15.4,1380,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Fast food or instant noodles,NA,41,Percentage,14.63,11.27,18.78,1248,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Fast food or instant noodles,NA,41,Percentage,10.82,8.7,13.39,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Salty or fried snacks,NA,42,Percentage,38.15,35.23,41.11,2996,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Salty or fried snacks,NA,42,Percentage,42.09,38.07,46.22,1615,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Salty or fried snacks,NA,42,Percentage,33.93,30.57,37.46,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Salty or fried snacks,NA,42,Percentage,40.96,35.9,46.21,1248,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Salty or fried snacks,NA,42,Percentage,35.72,32.13,39.47,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Deep fried foods,DQQ24,43,Percentage,23.31,20.83,25.89,2998,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Deep fried foods,DQQ24,43,Percentage,26.97,23.69,30.53,1616,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Deep fried foods,DQQ24,43,Percentage,19.39,16.41,22.77,1382,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Deep fried foods,DQQ24,43,Percentage,25.26,21.18,29.83,1249,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Deep fried foods,DQQ24,43,Percentage,21.62,18.63,24.94,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,26.59,23.98,29.29,2998,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,27.14,23.76,30.8,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,26.01,22.99,29.27,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,27.32,23.38,31.66,1249,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,25.96,22.39,29.88,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Instant noodles,DQQ23,45,Percentage,11.34,9.37,13.48,2997,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Instant noodles,DQQ23,45,Percentage,10.94,8.58,13.86,1616,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Instant noodles,DQQ23,45,Percentage,11.78,9.32,14.77,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Instant noodles,DQQ23,45,Percentage,12.74,9.63,16.67,1248,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Instant noodles,DQQ23,45,Percentage,10.13,8.08,12.65,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Fast food,DQQ29,46,Percentage,2.81,2.05,3.68,2997,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Fast food,DQQ29,46,Percentage,4.31,3.16,5.84,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Fast food,DQQ29,46,Percentage,1.21,0.61,2.39,1380,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Fast food,DQQ29,46,Percentage,3.82,2.61,5.57,1249,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Fast food,DQQ29,46,Percentage,1.93,1.18,3.15,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,More than one sugary food or beverage,NA,47,Percentage,38.74,35.56,41.96,2998,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,More than one sugary food or beverage,NA,47,Percentage,41.16,36.94,45.52,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,More than one sugary food or beverage,NA,47,Percentage,36.13,32.63,39.8,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,More than one sugary food or beverage,NA,47,Percentage,43.66,37.93,49.57,1249,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,More than one sugary food or beverage,NA,47,Percentage,34.46,30.7,38.43,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Sweet foods,NA,48,Percentage,38.6,35.82,41.41,2998,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Sweet foods,NA,48,Percentage,37.97,34.19,41.9,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Sweet foods,NA,48,Percentage,39.27,35.81,42.84,1380,2021_07_30,2021_10_18,2021,2021
